,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
EDGE_ID,SOURCE_ID,TARGET_ID,CURRENCY,TIMESTAMP,FLOW_DIRECTION,TOTAL_AMOUNT,BALANCE_DUE,TRANSACTION_NUMBER,NATURE_INVOICE,NODE_TYPE,PAYMENT_DATE,ORGANIZATION_NAME,SUPPLIER_NAME,TRANSACTION_REFERENCE
339182,300000004252049,300000004712744,EUR,4/17/24,DEPENSE_FOURNISSEUR,-1956,0,AVCRO1-2404-012,Credit memo,Fournisseur,10/14/25 2:00 am,COMEXPOSIUM UO,ROT SAS,1
364254,300000004252049,300000004712780,EUR,8/28/25,DEPENSE_FOURNISSEUR,0,0,25/123,Credit memo,Fournisseur,,COMEXPOSIUM UO,SAYF - OMEGA WEB,25/123
358138,300000017358852,300000004712833,EUR,7/29/25,DEPENSE_FOURNISSEUR,-203.98,0,FJ724448,Credit memo,Fournisseur,9/10/25 2:00 am,COMEXPOSIUM ASSURANCES UO,SIACI SA,1
418376,300000017358852,300000004712833,EUR,1/31/25,DEPENSE_FOURNISSEUR,-114518.8,-114518.8,FJ713705AR,Credit memo,Fournisseur,,COMEXPOSIUM ASSURANCES UO,SIACI SA,FJ713705AR
339214,300000004252049,300000004712856,EUR,4/30/25,DEPENSE_FOURNISSEUR,-36000,-36000,250400244,Credit memo,Fournisseur,,COMEXPOSIUM UO,SIGN EXPO - GL EVENTS,250400244
264203,300000004252036,300000004712856,EUR,11/6/24,DEPENSE_FOURNISSEUR,0,0,241100016,Credit memo,Fournisseur,,SIAL UO,SIGN EXPO - GL EVENTS,241100016
264205,300000004252036,300000004712856,EUR,11/6/24,DEPENSE_FOURNISSEUR,0,0,241100015,Credit memo,Fournisseur,,SIAL UO,SIGN EXPO - GL EVENTS,241100015
283208,300000004252036,300000004713536,EUR,1/21/25,DEPENSE_FOURNISSEUR,0,0,F20250121-10566,Credit memo,Fournisseur,,SIAL UO,LMEF - LE MONDE DE L EPICERIE FINE,F20250121-10566
340127,300000017358787,300000004712975,EUR,10/14/20,DEPENSE_FOURNISSEUR,-2131.2,-2131.2,CRE/FR/00000186,Credit memo,Fournisseur,,COMEXPOSIUM SECURITY UO,SPLIO,CRE/FR/00000186
340128,300000017358787,300000004712975,EUR,10/14/20,DEPENSE_FOURNISSEUR,-2836.8,-2836.8,CRE/FR/00000164,Credit memo,Fournisseur,,COMEXPOSIUM SECURITY UO,SPLIO,CRE/FR/00000164
258031,300000004252036,300000004713017,EUR,11/18/24,DEPENSE_FOURNISSEUR,0,0,214830,Credit memo,Fournisseur,,SIAL UO,SUZANNE SA (AUTOCARS),214830
268050,300000004252036,300000004711066,EUR,9/5/24,DEPENSE_FOURNISSEUR,-17430,0,09202455avoir,Credit memo,Fournisseur,1/13/25 1:00 am,SIAL UO,CONTACT ATTITUDE,637
339183,300000004252049,300000004713176,EUR,5/6/24,DEPENSE_FOURNISSEUR,-2130,-2130,AVR-2405-038,Credit memo,Fournisseur,,COMEXPOSIUM UO,UNFLUX,AVR-2405-038
2001,300000004252036,300000004713209,EUR,12/13/22,DEPENSE_FOURNISSEUR,-213.31,0,201900891889,Credit memo,Fournisseur,12/18/24 1:00 am,SIAL UO,UPS (UNITED PARCEL SERVICE),181224
412356,300000017358800,300000004713269,EUR,10/20/25,DEPENSE_FOURNISSEUR,-1613.28,-1613.28,AF25N00064,Credit memo,Fournisseur,,SILMO INTERNATIONAL UO,VIPARIS - Nord Villepinte,AF25N00064
259112,300000004252036,300000004713269,EUR,11/29/24,DEPENSE_FOURNISSEUR,-144.43,0,FF24N01369,Credit memo,Fournisseur,12/31/24 1:00 am,SIAL UO,VIPARIS - Nord Villepinte,618
264191,300000004252036,300000004713269,EUR,12/12/24,DEPENSE_FOURNISSEUR,-10569.47,0,AF24N00113,Credit memo,Fournisseur,1/13/25 1:00 am,SIAL UO,VIPARIS - Nord Villepinte,688
275087,300000004252036,300000004713269,EUR,12/19/24,DEPENSE_FOURNISSEUR,-9572.4,0,AF24N00114,Credit memo,Fournisseur,1/23/25 1:00 am,SIAL UO,VIPARIS - Nord Villepinte,702
240028,300000004252036,300000004713269,EUR,11/12/24,DEPENSE_FOURNISSEUR,-41319.4,0,AF24N00085,Credit memo,Fournisseur,12/11/24 1:00 am,SIAL UO,VIPARIS - Nord Villepinte,565
275071,300000004252036,300000004713269,EUR,12/19/24,DEPENSE_FOURNISSEUR,-270.11,0,AF24N00115,Credit memo,Fournisseur,1/23/25 1:00 am,SIAL UO,VIPARIS - Nord Villepinte,702
400401,300000004252036,300000004713275,EUR,10/9/25,DEPENSE_FOURNISSEUR,-629.76,-629.76,AF25Y00123,Credit memo,Fournisseur,,SIAL UO,VIPARIS - PARIS EXPO SERVICES,AF25Y00123
240048,300000007508472,300000004713275,EUR,11/14/24,DEPENSE_FOURNISSEUR,-91.78,0,AF24Y00182,Credit memo,Fournisseur,11/22/24 1:00 am,L ETUDIANT UO,VIPARIS - PARIS EXPO SERVICES,508
404360,300000004252049,300000004713275,EUR,10/13/25,DEPENSE_FOURNISSEUR,-70.88,0,AF25Y00125,Credit memo,Fournisseur,11/6/25 1:00 am,COMEXPOSIUM UO,VIPARIS - PARIS EXPO SERVICES,1481
175037,300000004252036,300000004712567,EUR,9/27/24,DEPENSE_FOURNISSEUR,0,0,24 1646,Credit memo,Fournisseur,,SIAL UO,PROMOSALONS BELGIQUE,24 1646
301287,300000004252036,300000004712702,EUR,3/13/25,DEPENSE_FOURNISSEUR,-19201.32,-19201.32,VCR002316,Credit memo,Fournisseur,,SIAL UO,REPUTATIONAL INTELLIGENCE FR / ONCLUSIVE,VCR002316
301289,300000004252036,300000004712702,EUR,3/13/25,DEPENSE_FOURNISSEUR,-2464.21,-2464.21,VCR002315,Credit memo,Fournisseur,,SIAL UO,REPUTATIONAL INTELLIGENCE FR / ONCLUSIVE,VCR002315
339151,300000004252049,300000004712702,EUR,9/20/22,DEPENSE_FOURNISSEUR,-66.53,0,APRI2200255,Credit memo,Fournisseur,11/6/25 1:00 am,COMEXPOSIUM UO,REPUTATIONAL INTELLIGENCE FR / ONCLUSIVE,1447
339152,300000004252049,300000004712702,EUR,9/20/22,DEPENSE_FOURNISSEUR,-252,0,APRI2200256,Credit memo,Fournisseur,11/6/25 1:00 am,COMEXPOSIUM UO,REPUTATIONAL INTELLIGENCE FR / ONCLUSIVE,1447
240047,300000007508472,300000004713281,EUR,11/14/24,DEPENSE_FOURNISSEUR,0,0,AF24Y00182,Credit memo,Fournisseur,,L ETUDIANT UO,VIPARIS - Porte de Versailles,AF24Y00182
97007,300000007508472,300000004711595,EUR,2/8/24,DEPENSE_FOURNISSEUR,-38174.39,0,240200078,Credit memo,Fournisseur,2/7/25 1:00 am,L ETUDIANT UO,GL EVENTS LIVE,1083
317148,300000007508472,300000004711595,EUR,4/29/25,DEPENSE_FOURNISSEUR,-3795.6,0,250400313,Credit memo,Fournisseur,10/3/25 2:00 am,L ETUDIANT UO,GL EVENTS LIVE,2361
412346,300000007508472,300000004711595,EUR,9/30/25,DEPENSE_FOURNISSEUR,-10957.43,0,250900455,Credit memo,Fournisseur,10/29/25 1:00 am,L ETUDIANT UO,GL EVENTS LIVE,2526
411321,300000017358800,300000004711618,EUR,6/5/25,DEPENSE_FOURNISSEUR,0,0,AVR-20251002-00266,Credit memo,Fournisseur,,SILMO INTERNATIONAL UO,GPS GARDIENNAGE PROTECTION SERVICE,AVR-20251002-00266
349199,300000004252049,300000004711656,EUR,6/25/25,DEPENSE_FOURNISSEUR,-6000,-6000,117EAA02573,Credit memo,Fournisseur,,COMEXPOSIUM UO,GROUPE FRANCE AGRICOLE,117EAA02573
289184,300000004252036,300000004711668,EUR,1/21/25,DEPENSE_FOURNISSEUR,0,0,FA 1140366,Credit memo,Fournisseur,,SIAL UO,GROUPE INDUSTRIE SERVICE INFO,FA 1140366
348216,300000004252049,300000004711680,EUR,4/29/25,DEPENSE_FOURNISSEUR,-180000,0,F03404,Credit memo,Fournisseur,11/1/25 1:00 am,COMEXPOSIUM UO,GUARD EVENTS,1
302162,300000004252036,300000004709735,EUR,7/29/24,DEPENSE_FOURNISSEUR,-5820,0,2451004193bis,Credit memo,Fournisseur,3/21/25 1:00 am,SIAL UO,BUSINESS WIRE,791
275085,300000004252036,300000004709771,EUR,12/13/24,DEPENSE_FOURNISSEUR,-317.86,0,503675,Credit memo,Fournisseur,2/7/25 1:00 am,SIAL UO,CAMERUS LOCATION SAS,718
339413,300000017358826,300000004709771,EUR,4/4/25,DEPENSE_FOURNISSEUR,-99.79,0,503733,Credit memo,Fournisseur,8/21/25 2:00 am,WINE PARIS VINEXPO PARIS UO,CAMERUS LOCATION SAS,1
339414,300000017358826,300000004709771,EUR,4/4/25,DEPENSE_FOURNISSEUR,-483,0,503732,Credit memo,Fournisseur,8/21/25 2:00 am,WINE PARIS VINEXPO PARIS UO,CAMERUS LOCATION SAS,1
224072,300000004252036,300000004709789,EUR,10/29/24,DEPENSE_FOURNISSEUR,-60000,0,AV-265,Credit memo,Fournisseur,1/13/25 1:00 am,SIAL UO,HAUSTIN / CARLITA,654
302182,300000004252036,300000004709795,EUR,3/12/25,DEPENSE_FOURNISSEUR,-2760,0,RBT ACOMPTE,Credit memo,Fournisseur,3/12/25 1:00 am,SIAL UO,CARS DE FRANCE,12032025
2004,300000004252036,300000004711747,EUR,9/30/23,DEPENSE_FOURNISSEUR,-446.48,0,FHRX001204,Credit memo,Fournisseur,6/17/24 2:00 am,SIAL UO,HORETO-REST'EXPO,106
1001,300000004252036,300000004711824,EUR,12/13/22,DEPENSE_FOURNISSEUR,-9889.41,0,78/22,Credit memo,Fournisseur,4/22/24 2:00 am,SIAL UO,IMF,62
347271,300000017358865,300000004709947,EUR,7/23/25,DEPENSE_FOURNISSEUR,0,0,25060101,Credit memo,Fournisseur,,SE INTERMAT UO,CLAMAGERAN EXPOSITIONS,25060101
401450,300000017358865,300000004709947,EUR,10/8/25,DEPENSE_FOURNISSEUR,-3816,-3816,25100109,Credit memo,Fournisseur,,SE INTERMAT UO,CLAMAGERAN EXPOSITIONS,25100109
302200,300000007508394,300000004711877,EUR,3/7/25,DEPENSE_FOURNISSEUR,-4710,0,AM2550075,Credit memo,Fournisseur,4/8/25 2:00 am,COMEXPOSIUM HOLDING UO,IPSIDE SAS,47
301291,300000007508394,300000004711877,EUR,3/4/25,DEPENSE_FOURNISSEUR,-4708.8,0,AM2550069,Credit memo,Fournisseur,4/8/25 2:00 am,COMEXPOSIUM HOLDING UO,IPSIDE SAS,47
379219,300000004252049,300000004711949,EUR,9/12/25,DEPENSE_FOURNISSEUR,-11.88,0,AV2509-000053,Credit memo,Fournisseur,10/17/25 2:00 am,COMEXPOSIUM UO,JUSTE A TEMPS SA,882
293203,300000007508472,300000004711961,EUR,2/14/25,DEPENSE_FOURNISSEUR,-7348.44,0,F-2025-3624,Credit memo,Fournisseur,2/21/25 1:00 am,L ETUDIANT UO,KAMATZ GROUP,1279
347248,300000004252049,300000004709995,EUR,6/30/25,DEPENSE_FOURNISSEUR,0,0,25178042,Credit memo,Fournisseur,,COMEXPOSIUM UO,COMEXPOSIUM,25178042
412339,300000004252049,300000004709995,EUR,8/31/25,DEPENSE_FOURNISSEUR,-780,-780,Invalid-412339,Credit memo,Fournisseur,,COMEXPOSIUM UO,COMEXPOSIUM,Invalid-412339
412342,300000004252049,300000004709995,EUR,8/31/25,DEPENSE_FOURNISSEUR,-780,-780,Invalid-412342,Credit memo,Fournisseur,,COMEXPOSIUM UO,COMEXPOSIUM,Invalid-412342
300000016938777,300000007508407,300000004709995,EUR,3/13/25,DEPENSE_FOURNISSEUR,-9330.84,,AV202503015,Credit memo,Fournisseur,,COMETE HOLDING UO,COMEXPOSIUM,AV202503015
300000014661633,300000007508394,300000004711007,EUR,11/26/24,DEPENSE_FOURNISSEUR,-213635,,CMHK24CR001,Credit memo,Fournisseur,,COMEXPOSIUM HOLDING UO,COMEXPOSIUM HONG KONG LIMITED,CMHK24CR001
416454,300000017358800,300000004711045,EUR,10/23/25,DEPENSE_FOURNISSEUR,-239.76,-239.76,AVC/25/0188,Credit memo,Fournisseur,,SILMO INTERNATIONAL UO,CONECT,AVC/25/0188
414401,300000017358800,300000004711045,EUR,10/17/25,DEPENSE_FOURNISSEUR,-276000,-276000,AVC/25/0181,Credit memo,Fournisseur,,SILMO INTERNATIONAL UO,CONECT,AVC/25/0181
415597,300000017358800,300000004711045,EUR,10/29/25,DEPENSE_FOURNISSEUR,-2459.1,-2459.1,AVC/25/0191,Credit memo,Fournisseur,,SILMO INTERNATIONAL UO,CONECT,AVC/25/0191
415570,300000007508472,300000004711045,EUR,10/30/25,DEPENSE_FOURNISSEUR,-1578.24,-1578.24,AVC/25/0193,Credit memo,Fournisseur,,L ETUDIANT UO,CONECT,AVC/25/0193
128020,300000004252036,300000004711090,EUR,10/31/22,DEPENSE_FOURNISSEUR,-120000,0,AV2210-0549,Credit memo,Fournisseur,9/13/24 2:00 am,SIAL UO,CREATIFS,235
264103,300000004252036,300000004711090,EUR,3/15/23,DEPENSE_FOURNISSEUR,-360000,-360000,230300307,Credit memo,Fournisseur,,SIAL UO,CREATIFS,230300307
289202,300000004252036,300000004711090,EUR,10/29/24,DEPENSE_FOURNISSEUR,0,0,241000897,Credit memo,Fournisseur,,SIAL UO,CREATIFS,241000897
309218,300000004252036,300000004711090,EUR,11/21/24,DEPENSE_FOURNISSEUR,-8088.26,-8088.26,241100319,Credit memo,Fournisseur,,SIAL UO,CREATIFS,241100319
309222,300000004252036,300000004711090,EUR,11/21/24,DEPENSE_FOURNISSEUR,-13445.26,-13445.26,241100321,Credit memo,Fournisseur,,SIAL UO,CREATIFS,241100321
309223,300000004252036,300000004711090,EUR,11/21/24,DEPENSE_FOURNISSEUR,-16837.74,-16837.74,241100329,Credit memo,Fournisseur,,SIAL UO,CREATIFS,241100329
394516,300000004252036,300000004711090,EUR,9/30/25,DEPENSE_FOURNISSEUR,0,0,250900611,Credit memo,Fournisseur,,SIAL UO,CREATIFS,250900611
414458,300000004252036,300000004711090,EUR,10/21/25,DEPENSE_FOURNISSEUR,-74400,-74400,251000362,Credit memo,Fournisseur,,SIAL UO,CREATIFS,251000362
392428,300000004252049,300000004711090,EUR,9/16/25,DEPENSE_FOURNISSEUR,0,0,250900301,Credit memo,Fournisseur,,COMEXPOSIUM UO,CREATIFS,250900301
384194,300000004252049,300000004711090,EUR,9/11/25,DEPENSE_FOURNISSEUR,0,0,250900184,Credit memo,Fournisseur,,COMEXPOSIUM UO,CREATIFS,250900184
393344,300000004252049,300000004711090,EUR,9/16/25,DEPENSE_FOURNISSEUR,0,0,250900302,Credit memo,Fournisseur,,COMEXPOSIUM UO,CREATIFS,250900302
400437,300000004252049,300000004711090,EUR,9/30/25,DEPENSE_FOURNISSEUR,0,0,250900581,Credit memo,Fournisseur,,COMEXPOSIUM UO,CREATIFS,250900581
399436,300000004252049,300000004711090,EUR,10/6/25,DEPENSE_FOURNISSEUR,0,0,251000072,Credit memo,Fournisseur,,COMEXPOSIUM UO,CREATIFS,251000072
415457,300000004252049,300000004711090,EUR,9/16/25,DEPENSE_FOURNISSEUR,-8400,-8400,250900300,Credit memo,Fournisseur,,COMEXPOSIUM UO,CREATIFS,250900300
415458,300000004252049,300000004711090,EUR,9/25/25,DEPENSE_FOURNISSEUR,-6000,-6000,250900507,Credit memo,Fournisseur,,COMEXPOSIUM UO,CREATIFS,250900507
400331,300000004252049,300000004711090,EUR,10/7/25,DEPENSE_FOURNISSEUR,-72068.65,-72068.65,251000088,Credit memo,Fournisseur,,COMEXPOSIUM UO,CREATIFS,251000088
400332,300000004252049,300000004711090,EUR,10/6/25,DEPENSE_FOURNISSEUR,0,0,251000071,Credit memo,Fournisseur,,COMEXPOSIUM UO,CREATIFS,251000071
187015,300000007508472,300000004711090,EUR,10/3/24,DEPENSE_FOURNISSEUR,-2565,0,241000086,Credit memo,Fournisseur,10/30/24 1:00 am,L ETUDIANT UO,CREATIFS,296
187019,300000007508472,300000004711090,EUR,10/1/24,DEPENSE_FOURNISSEUR,0,0,241000025-,Credit memo,Fournisseur,,L ETUDIANT UO,CREATIFS,241000025-
187020,300000007508472,300000004711090,EUR,10/1/24,DEPENSE_FOURNISSEUR,0,0,241000024-,Credit memo,Fournisseur,,L ETUDIANT UO,CREATIFS,241000024-
178022,300000007508472,300000004711090,EUR,9/19/24,DEPENSE_FOURNISSEUR,-8653.2,0,240900553,Credit memo,Fournisseur,10/18/24 2:00 am,L ETUDIANT UO,CREATIFS,211
182016,300000007508472,300000004711090,EUR,10/1/24,DEPENSE_FOURNISSEUR,-1950.77,0,241000024,Credit memo,Fournisseur,10/30/24 1:00 am,L ETUDIANT UO,CREATIFS,296
182018,300000007508472,300000004711090,EUR,10/1/24,DEPENSE_FOURNISSEUR,-6156,0,241000025,Credit memo,Fournisseur,10/30/24 1:00 am,L ETUDIANT UO,CREATIFS,296
178016,300000007508472,300000004711090,EUR,9/2/24,DEPENSE_FOURNISSEUR,-4800,0,240900026,Credit memo,Fournisseur,10/18/24 2:00 am,L ETUDIANT UO,CREATIFS,211
215051,300000007508472,300000004711090,EUR,10/21/24,DEPENSE_FOURNISSEUR,-899.29,0,241000649,Credit memo,Fournisseur,12/2/24 1:00 am,L ETUDIANT UO,CREATIFS,524
226020,300000007508472,300000004711090,EUR,10/31/24,DEPENSE_FOURNISSEUR,-388.61,0,241001046,Credit memo,Fournisseur,12/13/24 1:00 am,L ETUDIANT UO,CREATIFS,616
264132,300000007508472,300000004711090,EUR,12/11/24,DEPENSE_FOURNISSEUR,-51437.4,0,241200121,Credit memo,Fournisseur,2/7/25 1:00 am,L ETUDIANT UO,CREATIFS,1074
301298,300000007508472,300000004711090,EUR,2/6/25,DEPENSE_FOURNISSEUR,-9249,0,250200100,Credit memo,Fournisseur,3/21/25 1:00 am,L ETUDIANT UO,CREATIFS,1554
301299,300000007508472,300000004711090,EUR,2/6/25,DEPENSE_FOURNISSEUR,-31275.6,0,250200101,Credit memo,Fournisseur,3/21/25 1:00 am,L ETUDIANT UO,CREATIFS,1554
301300,300000007508472,300000004711090,EUR,2/6/25,DEPENSE_FOURNISSEUR,-37446.6,0,250200099,Credit memo,Fournisseur,3/21/25 1:00 am,L ETUDIANT UO,CREATIFS,1554
301118,300000007508472,300000004711090,EUR,2/28/25,DEPENSE_FOURNISSEUR,-677.23,0,250200583,Credit memo,Fournisseur,4/18/25 2:00 am,L ETUDIANT UO,CREATIFS,1744
290069,300000007508472,300000004711090,EUR,1/31/25,DEPENSE_FOURNISSEUR,-1200,0,250100552,Credit memo,Fournisseur,4/4/25 2:00 am,L ETUDIANT UO,CREATIFS,1647
293177,300000007508472,300000004711090,EUR,2/12/25,DEPENSE_FOURNISSEUR,-167.34,0,250200181,Credit memo,Fournisseur,3/14/25 1:00 am,L ETUDIANT UO,CREATIFS,1490
282071,300000007508472,300000004711090,EUR,1/10/25,DEPENSE_FOURNISSEUR,-710.88,0,250100177,Credit memo,Fournisseur,2/21/25 1:00 am,L ETUDIANT UO,CREATIFS,1254
311121,300000007508472,300000004711090,EUR,3/31/25,DEPENSE_FOURNISSEUR,-2805.59,0,250300395,Credit memo,Fournisseur,5/16/25 2:00 am,L ETUDIANT UO,CREATIFS,1874
377247,300000017358787,300000004711090,EUR,9/11/25,DEPENSE_FOURNISSEUR,0,0,250900189,Credit memo,Fournisseur,,COMEXPOSIUM SECURITY UO,CREATIFS,250900189
398348,300000017358800,300000004711090,EUR,10/3/25,DEPENSE_FOURNISSEUR,-31200,0,251000044,Credit memo,Fournisseur,10/24/25 2:00 am,SILMO INTERNATIONAL UO,CREATIFS,69
98103,300000004252036,300000004712074,EUR,7/23/24,DEPENSE_FOURNISSEUR,-32128.34,0,AV2407020779,Credit memo,Fournisseur,10/21/24 2:00 am,SIAL UO,LENI,348
268124,300000004252036,300000004712074,EUR,10/19/24,DEPENSE_FOURNISSEUR,-5592,0,C4124220,Credit memo,Fournisseur,1/23/25 1:00 am,SIAL UO,LENI,697
300000014278817,300000004252036,300000004712074,EUR,7/23/24,DEPENSE_FOURNISSEUR,-32128.34,,AV2407020779.,Credit memo,Fournisseur,,SIAL UO,LENI,AV2407020779.
275048,300000007508472,300000004711216,EUR,12/20/24,DEPENSE_FOURNISSEUR,-7190.4,0,812500,Credit memo,Fournisseur,1/17/25 1:00 am,L ETUDIANT UO,DOUBLET S.A.,912
276052,300000007508472,300000004711216,EUR,12/23/24,DEPENSE_FOURNISSEUR,-111.6,0,812553,Credit memo,Fournisseur,1/17/25 1:00 am,L ETUDIANT UO,DOUBLET S.A.,912
265152,300000007508472,300000004711216,EUR,12/4/24,DEPENSE_FOURNISSEUR,0,0,811862,Credit memo,Fournisseur,,L ETUDIANT UO,DOUBLET S.A.,811862
32003,300000004252036,300000004711275,EUR,3/12/24,DEPENSE_FOURNISSEUR,-34.95,-34.95,FRC4007459,Credit memo,Fournisseur,,SIAL UO,EGENCIA FRANCE,FRC4007459
30020,300000004252036,300000004711275,EUR,2/7/24,DEPENSE_FOURNISSEUR,-625.94,-625.94,FRC3967990,Credit memo,Fournisseur,,SIAL UO,EGENCIA FRANCE,FRC3967990
52003,300000004252036,300000004711275,EUR,4/15/24,DEPENSE_FOURNISSEUR,-14,0,FRC4047184,Credit memo,Fournisseur,12/11/24 1:00 am,SIAL UO,EGENCIA FRANCE,9
435344,300000017358878,300000004711275,EUR,5/14/25,DEPENSE_FOURNISSEUR,-24.4,-24.4,FRC4443229,Credit memo,Fournisseur,,COMEXPOSIUM ONE TO ONE UO,EGENCIA FRANCE,FRC4443229
435345,300000017358878,300000004711275,EUR,5/14/25,DEPENSE_FOURNISSEUR,-24.4,-24.4,FRC4443231,Credit memo,Fournisseur,,COMEXPOSIUM ONE TO ONE UO,EGENCIA FRANCE,FRC4443231
435346,300000017358878,300000004711275,EUR,5/23/25,DEPENSE_FOURNISSEUR,-89,-89,FRC4455000,Credit memo,Fournisseur,,COMEXPOSIUM ONE TO ONE UO,EGENCIA FRANCE,FRC4455000
435347,300000017358878,300000004711275,EUR,5/23/25,DEPENSE_FOURNISSEUR,-159.5,-159.5,FRC4455001,Credit memo,Fournisseur,,COMEXPOSIUM ONE TO ONE UO,EGENCIA FRANCE,FRC4455001
422344,300000017358787,300000004711275,EUR,4/30/25,DEPENSE_FOURNISSEUR,-49,-49,FRC4430010,Credit memo,Fournisseur,,COMEXPOSIUM SECURITY UO,EGENCIA FRANCE,FRC4430010
422345,300000017358787,300000004711275,EUR,6/5/25,DEPENSE_FOURNISSEUR,-48,-48,FRC4468822,Credit memo,Fournisseur,,COMEXPOSIUM SECURITY UO,EGENCIA FRANCE,FRC4468822
420344,300000017358787,300000004711275,EUR,4/30/25,DEPENSE_FOURNISSEUR,-49,-49,FRC4430010_1,Credit memo,Fournisseur,,COMEXPOSIUM SECURITY UO,EGENCIA FRANCE,FRC4430010_1
420345,300000017358787,300000004711275,EUR,6/5/25,DEPENSE_FOURNISSEUR,-48,-48,FRC4468822-1,Credit memo,Fournisseur,,COMEXPOSIUM SECURITY UO,EGENCIA FRANCE,FRC4468822-1
82002,300000007508472,300000004711275,EUR,5/6/24,DEPENSE_FOURNISSEUR,-14.5,-14.5,FRC4067205,Credit memo,Fournisseur,,L ETUDIANT UO,EGENCIA FRANCE,FRC4067205
82003,300000007508472,300000004711275,EUR,5/13/24,DEPENSE_FOURNISSEUR,-23,-23,FRC4070812,Credit memo,Fournisseur,,L ETUDIANT UO,EGENCIA FRANCE,FRC4070812
82004,300000007508472,300000004711275,EUR,5/13/24,DEPENSE_FOURNISSEUR,-23,-23,FRC4070826,Credit memo,Fournisseur,,L ETUDIANT UO,EGENCIA FRANCE,FRC4070826
82005,300000007508472,300000004711275,EUR,5/13/24,DEPENSE_FOURNISSEUR,-23,-23,FRC4070833,Credit memo,Fournisseur,,L ETUDIANT UO,EGENCIA FRANCE,FRC4070833
82006,300000007508472,300000004711275,EUR,5/14/24,DEPENSE_FOURNISSEUR,-150,-150,FRC4072612,Credit memo,Fournisseur,,L ETUDIANT UO,EGENCIA FRANCE,FRC4072612
82007,300000007508472,300000004711275,EUR,5/14/24,DEPENSE_FOURNISSEUR,-66.5,-66.5,FRC4072649,Credit memo,Fournisseur,,L ETUDIANT UO,EGENCIA FRANCE,FRC4072649
82008,300000007508472,300000004711275,EUR,5/14/24,DEPENSE_FOURNISSEUR,-25.5,-25.5,FRC4072650,Credit memo,Fournisseur,,L ETUDIANT UO,EGENCIA FRANCE,FRC4072650
82009,300000007508472,300000004711275,EUR,5/21/24,DEPENSE_FOURNISSEUR,-18.5,-18.5,FRC4079910,Credit memo,Fournisseur,,L ETUDIANT UO,EGENCIA FRANCE,FRC4079910
82010,300000007508472,300000004711275,EUR,5/23/24,DEPENSE_FOURNISSEUR,-30.8,-30.8,FRC4083683,Credit memo,Fournisseur,,L ETUDIANT UO,EGENCIA FRANCE,FRC4083683
82011,300000007508472,300000004711275,EUR,5/26/24,DEPENSE_FOURNISSEUR,-70,-70,FRC4086515,Credit memo,Fournisseur,,L ETUDIANT UO,EGENCIA FRANCE,FRC4086515
82012,300000007508472,300000004711275,EUR,5/26/24,DEPENSE_FOURNISSEUR,-46,-46,FRC4086516,Credit memo,Fournisseur,,L ETUDIANT UO,EGENCIA FRANCE,FRC4086516
